projectID,Llama'd?,Ticker,Name,Website,Primary Chain,Chain,Contracts,Category,Asset Class,Type,Issuer,Issuer Source Link,Issuer Registry Info,Redeemable,Attestations,CEX Listed,KYC,Transferable,Self Custody,Token Status/Potential Airdrop?,Notes,Claimed TVL,On-chain TVL,Active TVL,DeFi Active TVL,Derivatives,RWA Classification,Access Model,Coingecko ID,Coinmarketcap ID,Pool ID,Twitter,Holders to be Removed from Active TVL,ISIN
x,x,RCOIN,Arca U.S. Treasury Fund (ArCoin – RCOIN),https://www.arcalabs.com,ethereum,ethereum,ethereum:0x252739487C1fa66eaeaE7CED41d6358aB2a6bCa9,"Tokenized Funds (T-Bills, Bonds, MMFs)",Sovereign bond fund,Asset,Arca U.S. Treasury Fund,https://www.sec.gov/ix?doc=/Archives/edgar/data/1737568/000139834420021420/fp0064260_485bpos.htm,"Delaware series of Arca U.S. Treasury Fund, an open-end management investment company registered under the U.S. Investment Company Act of 1940; filed with SEC under CIK 0001737568; the ArCoin (RCOIN) digital shares represent interests in the fund.",✓,✓,x,✓,x,✓,x,"This row represents the Arca U.S. Treasury Fund whose shares are digitized as ArCoin (RCOIN), a ’40-Act registered closed-end interval fund that invests mainly in U.S. Treasury securities and reconciles its shareholder register with on-chain ArCoin transfers between whitelisted investor wallets.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/arcalabs,,
x,✓,AOABT,Asseto AoABT,https://asseto.finance,hsk,hsk; ethereum,hsk:0x80C080acd48ED66a35Ae8A24BC1198672215A9bD,"Tokenized Funds (T-Bills, Bonds, MMFs)",Mixed RWA fund,Asset,Asseto Finance,https://asseto.finance,,✓,✓,x,✓,✓,✓,x,"AoABT is one of Asseto’s tokenized RWA strategies, offering exposure to a regulated fixed-income portfolio originated by traditional asset managers and subscribed and redeemed in stablecoins through Asseto’s compliance-first RWA-as-a-service platform.",x,x,x,x,x,Real RWA,Permissionless,,,,https://x.com/AssetoFinance,,
x,✓,CASH+,Asseto CASH+,https://asseto.finance,ethereum,ethereum,ethereum:0x498D9329555471bF6073A5f2D047F746d522A373,"Tokenized Funds (T-Bills, Bonds, MMFs)",Money market fund,Asset,Asseto Finance,https://asseto.finance,,✓,✓,x,✓,✓,✓,x,"CASH+ is Asseto’s flagship tokenized USD money market product on BNB Chain, a derivative token linked to an Asian asset management USD money market fund managed by CMS Asset Management (HK), with tokens subscribed and redeemed in stablecoins for KYC’d investors and used as collateral across supported DeFi protocols.",x,x,x,x,x,Real RWA,Permissionless,,,,https://x.com/AssetoFinance,,
x,x,BUIDL,BlackRock BUIDL,https://www.blackrock.com,ethereum,ethereum; arbitrum; avax; polygon; optimism; solana; aptos,ethereum:0x7712c34205737192402172409a8f7ccef8aa2aec; arbitrum:0xa6525ae43edcd03dc08e775774dcabd3bb925872; avax:0x53fc82f14f009009b440a706e31c9021e1196a2f; polygon:0x2893ef551b6dd69f661ac00f11d93e5dc5dc0e99; optimism:0xa1cdab15bba75a80df4089cafba013e376957cf5; solana:GyWgeqpy5GueU2YbkE8xqUeVEokCMMCEeUrfbtMw6phr; aptos:0x50038be55be5b964cfa32cf128b5cf05f123959f286b4cc02b86cafd48945f89,"Tokenized Funds (T-Bills, Bonds, MMFs)",Money market fund,Asset,BlackRock USD Institutional Digital Liquidity Fund Ltd.,https://www.blackrock.com/us/individual/products/buidl-blackrock-usd-institutional-digital-liquidity-fund,BlackRock USD Institutional Digital Liquidity Fund Ltd. – a Bermuda exempted mutual fund company registered with the Bermuda Monetary Authority; offers tokenized institutional USD liquidity on the Ethereum blockchain via the BUIDL token.,✓,✓,x,✓,x,✓,x,"BUIDL represents tokenized shares of the BlackRock USD Institutional Digital Liquidity Fund, an institutional liquidity fund investing in short‑term U.S. Treasuries and repos, tokenized via Securitize for qualified investors and now usable as off‑exchange collateral on platforms such as Binance.",x,x,x,x,x,Programmable Finance,Permissioned,blackrock-usd-institutional-digital-liquidity-fund,,1f8d795e-ee42-4ca6-baa1-706e9105b900;fbac01e6-1f12-4758-8aad-84abc785e4a5;6bb5d467-65bf-4402-b015-21b8f47ab82d,https://x.com/BlackRock,,
x,✓,x,Bondlink Finance,https://www.bondlink.finance,ethereum,ethereum,x,RWA Lending / Private Credit,Private credit pool,Platform,Bondlink Finance,https://www.bondlink.finance,,x,x,x,x,x,x,No official token yet,No native token; Bondlink issues USDb stablecoin backed by private credit.,x,x,x,x,x,Programmable Finance,,,,,,,
x,✓,USYC,Circle USYC (tokenized money market fund),https://www.circle.com,ethereum,ethereum; solana; canton; bsc,ethereum:0x136471a34f6Ef19Fe571eFFc1ca711fdB8E49f2b; bsc:0x8D0fA28f221eB5735BC71d3a0Da67EE5bC821311; Solana:7LWanZteUKtvFjv4MHYgKXXdAuCQYFPJysL9pxxdRQGn,"Tokenized Funds (T-Bills, Bonds, MMFs)",Money market fund,Asset,Hashnote International Short Duration Yield Fund Ltd,https://www.circle.com/usyc,"Hashnote International Short Duration Yield Fund Ltd – Cayman Islands registered mutual fund (LEI 25490083NU09WKP5Z570) investing in short-duration U.S. government–backed securities and reverse repurchase agreements; Circle International Bermuda Limited, a Bermuda Monetary Authority–licensed digital asset business, acts as token administrator for USYC.",✓,✓,✓,✓,x,✓,x,"USYC is a tokenized money market fund share; each USYC token represents an interest in the Hashnote International Short Duration Yield Fund Ltd, a short‑duration U.S. government market fund investing in T‑bill‑backed repos, redeemable into USDC or similar for eligible institutional investors and used as yield‑bearing collateral on venues like Deribit and Binance.",x,x,x,x,x,Programmable Finance,Permissioned,hashnote-usyc,,,https://x.com/circle,,
3580,✓,DIGIFT,DigiFT,https://digift.io,ethereum,ethereum,x,"Tokenized Funds (T-Bills, Bonds, MMFs)",RWA lending market / venue,Platform,DIGIFT TECH (SINGAPORE) PTE. LTD.,https://www.sgpbusiness.com/company/Digift-Tech-Singapore-Pte-Ltd,"DIGIFT TECH (SINGAPORE) PTE. LTD. – Singapore private company limited by shares; ACRA UEN 202100331E; incorporated 4 Jan 2021; registered office 7 Straits View #05-01, Marina One East Tower, Singapore 018936.",x,x,x,✓,x,x,x,"DigiFT operates a MAS‑licensed digital asset exchange and on‑chain AMM for tokenized securities, listing bond‑ and equity‑referenced security tokens; this row captures the regulated RWA platform rather than a single underlying asset token. | This row models the DigiFT regulated RWA exchange/AMM platform, not a single DigiFT exchange token with its own circulating supply.",x,x,x,x,x,Non-RWA (Platform),Permissioned,,,,https://x.com/DigiFTTech,,
x,x,USDE,Ethena USDe (synthetic),https://www.ethena.fi,ethereum,ethereum; plasma; aptos; zircuit; Mertis Andro; MorphL2; swell; kava; berachain; linea; avax; zksync; scroll; xlayer; bsc; hyperevm; mode; fraxtal; mantle; ton; hyperliquid; solana; base; manta; blast; optimism; arbi,ethereum:0x4c9edd5852cd905f086c759e8383e09bff1e68b3; plasma:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; aptos:0xf37a8864fe737eb8ec2c2931047047cbaed1beed3fb0e5b7c5526dafd3b9c2e9; zircuit:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; Mertis Andro:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; MorphL2:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; swell:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; kava:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; berachain:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; linea:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; avalanche:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; zksync:0x39fe7a0dacce31bd90418e3e659fb0b5f0b3db0d; scroll:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; xlayer:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; bsc:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; hyperevm:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; mode:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; fraxtal:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; mantle:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; TON:EQAIb6KmdfdDR7CN1GBqVJuP25iCnLKCvBlJ07Evuu2dzP5f; hyperliquid:0x2e6d84f2d7ca82e6581e03523e4389f7; solana:DEkqHyPN7GMRJ5cArtQFAWefqbZb33Hyf6s5iCwjEonT; base:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; manta:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; blast:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; optimism:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34; arbitrum:0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34;,Non-RWA Stablecoins,Synthetic backed stablecoin,Asset,"Ethena Labs, S.A.",https://www.lei-lookup.com/record/894500K29XZNTAWSC539/,"Ethena Labs, S.A. – Portuguese company limited by shares (sociedade anónima); legal address Rua Presidente Arriaga nº 54, 4º, 1200-773 Lisboa, Portugal; registration authority entity ID 517591111; Legal Entity Identifier (LEI) 894500K29XZNTAWSC539.",x,✓,x,✓,✓,✓,x,USDe is Ethena’s synthetic dollar backed by delta‑hedged crypto derivatives and stablecoins; it functions as a crypto‑native synthetic asset rather than a tokenized claim on off‑chain Treasuries or deposits.,x,x,x,x,sUSDe:ethereum:0x9d39a5de30e57443bff2a8307a4256c8797a3497,Programmable Finance,Permissionless,ethena-usde,,21e1ac8a-b3aa-4576-9506-0b40137721a0;42eaf290-24c3-4ce0-82ab-c1276444871b;959edefe-f71e-474c-b035-4477d3a27cee;babfb1c9-a438-4ed6-80b2-51bef40a0a27;5fb0d9c3-0aeb-4e26-9778-7455487464e8;f7150467-f302-41e8-9f9a-1f73d2b49df4;7f7b8f5b-0bfa-4863-b368-8484e179cfb0;94d50b7f-e4ef-497c-aaa2-05d2113de9dc;3809da9b-252f-4127-af9e-b6276b92356a;feac7518-a0a7-4378-ba79-b1b9f4293525;3bb6a56f-d2cf-4e80-ad33-b0735139a7c5;45ef8c9e-bab3-44ae-bcf1-3c38044e0399;be653cd9-8c78-43f3-8ff1-a2aa4257ffa4;7bd40ff7-3878-4fca-bd7b-46aaeeddbb5c;164d37f9-40dd-49c0-83f7-aa72d5e93fab;3026b82b-3451-44fb-8a5e-44714af38ec7;265e22d6-fcdd-4e16-bf43-c03820b44c33;8f3b5bd3-9336-45a4-8fe3-6feb4708cf83;cc6f80e8-da5a-4502-b7b4-ff4ed8982715;eb9f75d3-9a61-406e-b3a4-96f9f4f7aeee;b280c363-0d0d-4136-a12b-13f1a8249228;3d27a933-57ba-405c-9e0f-a928d832bcfd;54417ba3-263a-4d2f-a08d-8d993f49491f;c8770b31-fd1e-49dd-b7d3-a6ffd27524cc;3c39fe6d-1c5c-4346-ad45-5ad28548d91b;12ca9565-0369-404e-b209-631305e4012a;5fac4a47-5360-49b7-8b61-66f88a3d939f;b6b23226-90d9-4cf5-93b8-057a5364705f;0ab47792-0cc7-41e8-9438-8872c3c37fef;9696b3ec-da4a-4081-8311-3a48e538fd11;13d3a428-6e93-4939-85d1-682ca3f3852f;f3ede282-2151-4d03-84ec-063bc5daab8d;66d70cd5-c15d-4b58-a054-445aa23faf24;881188e7-8f4b-448f-a53a-1378638b4e3d;422cbad0-7a9a-45c2-abd0-27b395d4c461;a13f0697-d7f1-482b-90c3-21f90725a836;856cc6de-5221-4b22-bf43-7221530a46ae;7b99386f-6be5-4cb8-8009-6ee32ff71557;d696e218-b108-432a-a81f-87fb912fbadb;3f9b5393-c38e-4dbf-bff1-1637c15a2b80;7967b626-a833-4e5a-b00b-15e2f5f41d55;228a006a-ed68-4479-8ec5-1c65e15ff6e6;168ed52e-9d3f-440d-be23-d92e7a121ec7;957fc346-c8dd-42d3-bed6-b0fa6f1620ab;79dbe362-f71c-426c-9b29-2112f97ce4f5;79e1d4b1-2340-4506-a4a0-a23e05fcf2d2;62b5f1cf-bf5a-4510-bb5e-366a42e774cc;6595a5b8-9900-4225-8237-ba63b0d226c6;d06057d9-1c7d-400b-a104-0df036c32385;e1ed613d-69f7-423f-a3b3-59aa5637702e;b69d4d8e-e0c9-417b-94b4-f6283d460f2d;3514b9aa-50fb-4534-b614-8336eb9f7e1e;49365817-9d00-4a19-a6c7-eb956f046c70;b2843992-7f29-4f7e-b5ab-c213848f48c4;6e39fc70-fee9-40c5-b57e-8f3f67cbb995;489a04bb-7b50-44d8-a6f7-1faea1bd85b4;3d684d63-f568-44d8-8282-4c44f0a37ff0;66d3bb14-6370-434a-9443-35dd686f4a5a;8298e97f-83bf-4bc2-a853-f0735aab802d;21dcab27-c7b3-44b8-8c2b-8c401c3e7098;d8d07cca-3f44-4977-957f-8bf06acf9afa;8eabad30-1d9e-4f5f-a80e-7e634c8a4ceb;a2fc7bc3-b5c9-4b9e-ab45-27fe312baba6;b8c19da5-e439-4fd7-9a28-d5cf3a2184f5;d890946c-fad1-44f0-b984-1d9ee2a4f28c;e4b882a7-6d3c-45b5-931e-dbd615382218;d8ca75ee-a718-4501-81e8-46dd7e038400;a7f919b4-c704-45fe-bfff-0ac8655a8d4d;7f7052ee-b097-4cea-8be1-c6a58b6b5905;c59df033-9554-4b6a-b489-c7ef2384d01b;fb6c1fac-34da-40d9-9723-ee625a5febe5;ddf887ae-cdbc-4946-80d1-7cd468751607;b2dcfceb-e1bb-45ae-b170-08ba2a4d4993;efb35052-883e-4ce7-b5a8-f2a44dc5d772;c1832f2a-72a1-4c1b-ae0a-85f8ff6bc1d4;4d532836-da77-46e6-8e5b-f367934a560e,https://x.com/ethena_labs,,
x,x,FDIT,Fidelity Digital Interest Token (FDIT),https://www.fidelitydigitalassets.com,ethereum,ethereum,ethereum:0x48ab4e39ac59f4e88974804b04a991b3a402717f,"Tokenized Funds (T-Bills, Bonds, MMFs)",Money market fund,Asset,Fidelity Hereford Street Trust – Fidelity Treasury Digital Fund,https://www.sec.gov/Archives/edgar/data/917286/000113322824009138/0001133228-24-009138-index.htm,"Fidelity Hereford Street Trust – Delaware statutory trust registered with the U.S. SEC; CIK 0000917286; Series S000089156 ""Fidelity Treasury Digital Fund"" whose on-chain share class FYOXX is represented by the Fidelity Digital Interest Token (FDIT).",✓,✓,x,✓,✓,✓,x,"FDIT is a tokenized share of the Fidelity Treasury Digital Fund (FYOXX), a U.S. Treasury money market fund whose shares are mirrored as permissioned tokens on platforms such as BNY Mellon’s LiquidityDirect and Goldman Sachs’ GS DAP for institutional clients.",x,x,x,x,x,Real RWA,Permissionless,fidelity-digital-interest-token,,,https://x.com/digitalassets,,
x,x,BENJI,Franklin OnChain U.S. Government Money Fund (BENJI),https://www.franklintempleton.com,stellar,stellar; polygon; base; aptos; arbi; avax; polygon; solana,stellar:BENJI:GBHNGLLIE3KWGKCHIKMHJ5HVZHYIK7WTBE4QF5PLAKL4CJGSEU7HZIW5; polygon:0x408A634B8a8f0dE729B48574a3a7Ec3fE820B00A; base:0x60cfc2b186a4cf647486e42c42b11cc6d571d1e4; aptos:0x4705f33d665762a5371d3b8786e63749814e749295ea73269b379c84b756d83a; arbitrum:0xb9e4765bce2609bc1949592059b17ea72fee6c6a; avalanche0xe08b4c1005603427420e64252a8b120cace4d122; solana:5Tu84fKBpe9vfXeotjvfvWdWbAjy3hqsExvuHgFqFxA1,"Tokenized Funds (T-Bills, Bonds, MMFs)",Money market fund,Asset,Franklin Templeton Trust – Franklin OnChain U.S. Government Money Fund,https://www.sec.gov/Archives/edgar/data/1786958/000102140824003735/0001021408-24-003735-index.htm,"Franklin Templeton Trust – registered investment company; SEC filer CIK 0001786958; Series S000067043 ""Franklin OnChain U.S. Government Money Fund"" (FOBXX), with each BENJI token representing one share of the fund as disclosed in issuer materials.",✓,✓,x,✓,x,✓,x,"BENJI tokens represent shares of the Franklin OnChain U.S. Government Money Fund (FOBXX), a U.S.‑registered government money market fund investing at least 99.5% of assets in U.S. Treasuries, cash and repos, with share ownership recorded on multiple public blockchains via the Benji platform.",x,x,x,x,gBENJI:stellar:gBENJI:GD5J73EKK5IYL5XS3FBTHHX7CZIYRP7QXDL57XFWGC2WVYWT326OBXRP; sgBENJI:stellar:sgBENJI:GAGICV3VBJSKKH5H5MQQIUTUP462YVHC23KUHZY6FJERRJFBDIVZBM5C,Programmable Finance,Permissioned,,,c231858c-4320-45e7-a6fc-0d0b635b61cb,https://x.com/FTI_US,,
x,✓,KUMA,KUMA Protocol,https://kuma.bond,telos,telos,https://docs.kuma.bond/kuma-protocol/developers/contract-addresses/telos-evm,"Tokenized Funds (T-Bills, Bonds, MMFs)",Sovereign bond fund,Asset,Mimo Capital AG,https://mcag.mimo.capital/legal/Mimo_Capital_AG_Financial_Statements_2022_EN.pdf,Mimo Capital AG – Liechtenstein joint-stock company (Aktiengesellschaft) domiciled in Vaduz; trade register number FL-0002.584.786-1; registered as a Token Generator and Token Issuer under the Liechtenstein Blockchain Act (TVTG) by the FMA; Legal Entity Identifier (LEI) 254900E7ZUXDELL0LV43.,x,✓,x,x,✓,✓,x,"KUMA Protocol issues KIBT interest‑bearing tokens backed by regulated NFTs referencing real‑world assets (initially sovereign bonds), so that bond‑like cash flows can be accessed through fully transferable ERC‑20 tokens without per‑transfer KYC.",x,x,x,x,x,Real RWA,Permissionless,kuma-protocol-wrapped-frk,,c266e9e5-65f7-412f-9730-5a348dfdeb59;a08695e4-a616-4332-99c2-dc5c05160ffa,https://x.com/mimo_labs,,
x,✓,USDM,Mountain Protocol USDM (yield-bearing stablecoin),https://mountainprotocol.com,ethereum,"ethereum, ",ethereum:0x59d9356e565ab3a36dd77763fc0d87feaf85508c,Stablecoins backed by RWAs,Yield-bearing RWA stablecoin,Asset,Mountain Protocol Ltd,https://forum.arbitrum.foundation/t/mountain-protocol-usdm-step-application/23574,Mountain Protocol Ltd – Bermuda digital asset business licensed and regulated by the Bermuda Monetary Authority under the Digital Asset Business Act (DABA); Class F digital asset business license no. 202302512.,✓,✓,x,✓,✓,✓,x,"USDM is Mountain Protocol’s yield‑bearing stablecoin, an ERC‑20 token over‑collateralized by short‑term U.S. Treasuries and cash equivalents held by a Bermuda‑regulated issuer, passing through the underlying risk‑free rate to on‑chain holders.",x,x,x,x,wUSDM:ethereum:0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812,Real RWA,Permissionless,mountain-protocol-usdm,,ce3021c9-af52-46b0-a61a-3e92acdfd79b;e3dc3d1e-d095-4372-bcd9-6dc187c7b4bf;eb21dc22-0b56-4dad-90df-331373f26d34;c929657b-fc8e-4444-b04a-bebe18d8fac0;d66c9dc4-6ce4-41ba-b446-edb89e19cce6;2162ebbd-b442-45d6-a949-62394b2e8986;456cdfbc-ceb3-4c6a-9e70-7da74517d291;d641a839-6aa9-4040-a956-ff38ac25827a;ad187e8e-87e1-4ad4-b650-48500e3e7cb9;74490b7c-c03f-4209-a96c-ddb8f9a0649e;80a8bf67-d49e-4732-8718-db61a062ccfe,https://x.com/mountainusdm,,
